payment_id,loan_id,payment_date_key,amount_paid,payment_channel
129,24,20251114,28241.98,Cash
130,24,20251216,27332.05,Bank Transfer
131,25,20250831,9846.9,M-Pesa
132,25,20250927,9562.11,Bank Transfer
133,26,20241016,17769.54,M-Pesa
134,26,20241101,17140.35,M-Pesa
135,26,20241129,16253.44,M-Pesa
136,26,20241230,17002.31,Cash
137,26,20250128,12263.25,M-Pesa
138,26,20250224,18027.25,Bank Transfer
139,26,20250404,16977.49,M-Pesa
140,26,20250424,11735.1,M-Pesa
141,27,20240717,10489.62,M-Pesa
142,27,20240821,14000.81,M-Pesa
143,27,20240917,12351.52,M-Pesa
144,27,20241016,13233.45,M-Pesa
145,27,20241121,12927.27,M-Pesa
146,27,20241210,13154.87,Standing Order
147,27,20250114,13549.44,Standing Order
148,27,20250208,19521.26,Cash
149,27,20250326,13125.46,M-Pesa
150,28,20250807,11946.98,M-Pesa
151,28,20250901,6774.16,Bank Transfer
152,28,20250922,11429.32,Cash
153,29,20250201,12515.75,M-Pesa
154,29,20250227,13995.47,M-Pesa
155,29,20250323,17966.24,Standing Order
156,29,20250429,14473.61,M-Pesa
157,29,20250522,14913.93,Bank Transfer
158,29,20250623,12803.6,M-Pesa
159,29,20250718,13017.96,Standing Order
160,29,20250823,14692.14,M-Pesa
161,29,20250922,13948.51,Cash
162,29,20251023,11968.2,Standing Order
163,29,20251129,9826.57,M-Pesa
164,29,20251217,14692.5,Bank Transfer
165,30,20250804,19452.49,Bank Transfer
166,30,20250830,19063.95,Bank Transfer
167,30,20250929,9827.73,Bank Transfer
168,30,20251028,13539.94,Bank Transfer
169,30,20251125,19153.07,Standing Order
170,30,20251227,19490.15,Cash
171,31,20241105,27072.34,M-Pesa
172,31,20241206,25012.24,M-Pesa
173,31,20250101,23896.15,Cash
174,31,20250131,23426.13,M-Pesa
175,31,20250226,24184.02,Bank Transfer
176,31,20250407,37820.2,M-Pesa
177,32,20250120,25948.16,Bank Transfer
178,32,20250219,27158.47,Bank Transfer
179,32,20250323,28064.74,M-Pesa
180,32,20250414,40738.6,M-Pesa
181,32,20250521,28300.96,M-Pesa
182,32,20250618,23345.48,Cash
183,32,20250719,29074.91,M-Pesa
184,32,20250818,28194.44,M-Pesa
185,32,20250911,27686.17,M-Pesa
186,32,20251017,31116.81,M-Pesa
187,32,20251114,27092.58,M-Pesa
188,32,20251218,38013.2,M-Pesa
189,33,20240202,10213.89,M-Pesa
190,33,20240307,10275.31,M-Pesa
191,33,20240411,8713.44,Standing Order
192,33,20240507,10248.03,Bank Transfer
193,33,20240602,13459.27,M-Pesa
194,33,20240704,9753.3,Standing Order
195,33,20240804,13155.03,M-Pesa
196,33,20241005,10400.71,Bank Transfer
197,33,20241101,10855.53,Bank Transfer
198,33,20241228,10309.18,M-Pesa
199,33,20250202,10854.84,M-Pesa
200,34,20240211,27603.38,Bank Transfer
201,34,20240310,26811.32,Standing Order
202,36,20240607,46245.48,Cash
203,36,20240707,45346.5,Cash
204,36,20240809,43345.67,Cash
205,36,20240911,47109.91,Bank Transfer
206,36,20241008,36895.3,M-Pesa
207,37,20241013,36022.89,M-Pesa
208,37,20241121,24216.26,Bank Transfer
209,38,20240315,9780.23,M-Pesa
210,38,20240411,14186.2,M-Pesa
211,38,20240429,9077.05,M-Pesa
212,38,20240602,10038.86,Bank Transfer
213,38,20240708,7181.39,M-Pesa
214,38,20240803,10381.64,M-Pesa
215,38,20240907,9755.28,M-Pesa
216,38,20241006,10107.2,Bank Transfer
217,38,20241108,10311.64,M-Pesa
218,38,20241204,9728.31,M-Pesa
219,38,20241230,10681.2,M-Pesa
220,38,20250131,10511.07,M-Pesa
221,38,20250303,10026.0,M-Pesa
222,38,20250405,9353.77,Bank Transfer
223,38,20250422,11717.72,M-Pesa
224,38,20250603,12109.13,Cash
225,38,20250630,9756.32,M-Pesa
226,38,20250730,14534.25,Bank Transfer
227,38,20250826,9599.36,M-Pesa
228,38,20250928,7328.73,M-Pesa
229,38,20251027,9940.61,M-Pesa
230,38,20251120,10521.73,Cash
231,38,20251224,10464.37,Standing Order
232,39,20240527,52704.5,M-Pesa
233,39,20240623,54292.0,M-Pesa
234,39,20240724,52653.33,Bank Transfer
235,39,20240926,60225.11,Standing Order
236,40,20251010,9987.27,M-Pesa
237,40,20251113,11596.68,M-Pesa
238,40,20251208,16453.89,Bank Transfer
239,41,20251016,3008.41,M-Pesa
240,42,20240824,23442.87,M-Pesa
241,42,20241001,8822.34,M-Pesa
242,44,20240428,13382.2,Bank Transfer
243,44,20240525,13208.68,M-Pesa
244,45,20240218,14425.27,M-Pesa
245,45,20240524,16529.01,Bank Transfer
246,45,20240621,13679.67,M-Pesa
247,46,20241014,12079.1,M-Pesa
248,46,20241118,11469.33,Standing Order
249,46,20241214,10951.86,M-Pesa
250,46,20250109,11470.25,M-Pesa
251,46,20250210,11540.96,Cash
252,46,20250403,13969.42,M-Pesa
253,46,20250510,12362.14,Standing Order
254,47,20240811,9072.09,Standing Order
255,47,20240910,8186.71,M-Pesa
256,47,20241009,5864.98,M-Pesa
257,47,20241114,13528.98,Bank Transfer
258,47,20241205,4745.21,M-Pesa
259,47,20250108,6810.12,M-Pesa
260,48,20240326,12715.74,M-Pesa
261,48,20240422,16860.05,M-Pesa
262,48,20240601,14430.54,M-Pesa
263,48,20240623,12845.25,M-Pesa
264,48,20240716,10520.61,Bank Transfer
265,48,20240827,13743.39,M-Pesa
266,48,20240919,13385.11,Cash
267,48,20241027,14268.57,Bank Transfer
268,48,20241119,16955.24,M-Pesa
269,48,20241222,14314.44,Bank Transfer
270,48,20250121,9751.86,M-Pesa
271,48,20250301,13018.34,M-Pesa
272,48,20250320,14539.67,Bank Transfer
273,48,20250428,13028.52,M-Pesa
274,48,20250520,13400.53,Standing Order
275,48,20250628,13305.28,M-Pesa
276,49,20251009,15018.23,Bank Transfer
277,51,20240810,37970.9,M-Pesa
278,51,20240926,42718.41,M-Pesa
279,51,20241014,40573.24,Cash
280,51,20241117,43047.03,Standing Order
281,53,20250703,6237.01,Bank Transfer
282,53,20250818,6554.99,M-Pesa
283,53,20250914,6418.49,M-Pesa
284,53,20251011,6628.83,M-Pesa
285,55,20240826,8230.84,Cash
286,55,20241024,5395.62,M-Pesa
287,55,20241125,10548.13,M-Pesa
288,55,20241231,8340.87,M-Pesa
289,55,20250120,7659.44,Standing Order
290,55,20250223,7936.92,M-Pesa
291,55,20250403,10209.13,Bank Transfer
292,55,20250426,9996.17,M-Pesa
293,55,20250521,8060.18,M-Pesa
294,55,20250724,10155.02,Bank Transfer
295,55,20250822,8371.96,M-Pesa
296,55,20250925,7847.22,Bank Transfer
297,56,20250602,25396.44,Bank Transfer
298,56,20250706,26097.89,M-Pesa
299,56,20250804,16611.94,M-Pesa
300,57,20240214,33295.49,Bank Transfer
301,57,20240314,23559.86,M-Pesa
302,57,20240330,34385.49,M-Pesa
303,57,20240515,32957.7,Bank Transfer
304,57,20240622,41295.56,M-Pesa
305,57,20240713,34152.62,M-Pesa
306,57,20240818,31486.47,Bank Transfer
307,57,20240920,31046.52,M-Pesa
308,57,20241024,17182.12,Standing Order
309,57,20241109,15257.24,M-Pesa
310,57,20250210,34869.89,Standing Order
311,58,20250316,5095.83,Bank Transfer
312,58,20250426,7785.06,M-Pesa
313,58,20250523,5166.63,Bank Transfer
314,58,20250609,5086.68,M-Pesa
315,58,20250726,5443.91,M-Pesa
316,58,20250816,5431.04,M-Pesa
317,58,20250917,5445.98,M-Pesa
318,60,20241229,54319.32,Standing Order
319,61,20250524,4946.93,M-Pesa
320,61,20250609,5123.03,Standing Order
321,62,20250618,5518.53,M-Pesa
322,62,20250709,5166.9,M-Pesa
323,62,20250812,5187.66,M-Pesa
324,62,20250914,3871.9,M-Pesa
325,62,20251014,4123.61,M-Pesa
326,62,20251113,4684.03,M-Pesa
327,62,20251223,6579.09,M-Pesa
328,63,20250517,21192.38,Standing Order
329,63,20250606,20235.02,M-Pesa
330,63,20250710,21578.97,M-Pesa
331,63,20250804,20930.98,Bank Transfer
332,63,20250902,22578.63,M-Pesa
333,63,20251003,27706.07,Bank Transfer
334,63,20251031,21510.86,Standing Order
335,63,20251203,24872.76,M-Pesa
336,64,20250614,52541.65,M-Pesa
337,64,20250717,49600.83,M-Pesa
338,64,20250813,49988.8,M-Pesa
339,64,20250910,47296.06,Bank Transfer
340,64,20251022,42515.89,M-Pesa
341,64,20251110,25713.89,M-Pesa
342,65,20251105,39517.22,Cash
343,66,20240214,9704.26,M-Pesa
344,66,20240306,9386.23,Bank Transfer
345,66,20240411,9754.74,M-Pesa
346,66,20240508,8787.73,M-Pesa
347,66,20240604,9494.34,M-Pesa
348,66,20240629,12238.09,Bank Transfer
349,66,20240809,9750.8,M-Pesa
350,66,20240906,9798.04,Bank Transfer
351,66,20240929,4677.83,M-Pesa
352,66,20241103,9222.69,Standing Order
353,66,20241205,9569.28,M-Pesa
354,66,20250102,9967.87,M-Pesa
355,66,20250126,8629.78,Standing Order
356,66,20250307,4706.39,M-Pesa
357,66,20250324,9634.35,Cash
358,66,20250504,10235.93,M-Pesa
359,66,20250526,9171.92,M-Pesa
360,66,20250702,10159.03,Bank Transfer
361,66,20250804,10707.58,M-Pesa
362,66,20250830,9629.5,M-Pesa
363,67,20251102,13218.75,Bank Transfer
364,69,20251117,15806.54,Bank Transfer
365,70,20241031,3609.01,M-Pesa
366,70,20241119,3307.29,M-Pesa
367,70,20241228,3710.84,M-Pesa
368,70,20250128,3920.75,M-Pesa
369,70,20250222,2669.03,M-Pesa
370,70,20250327,3606.95,M-Pesa
371,70,20250417,3708.61,Cash
372,70,20250518,3527.84,Bank Transfer
373,70,20250622,3509.74,Bank Transfer
374,70,20250722,3792.96,M-Pesa
375,70,20250821,4511.76,M-Pesa
376,70,20250921,3813.69,Bank Transfer
377,70,20251020,3775.25,M-Pesa
378,70,20251113,3772.28,M-Pesa
379,70,20251225,3910.58,M-Pesa
380,71,20250324,55230.8,M-Pesa
381,71,20250427,50565.57,Cash
382,71,20250527,49744.82,M-Pesa
383,71,20250630,43664.55,M-Pesa
384,72,20241015,14859.68,M-Pesa
385,72,20241110,15779.46,Bank Transfer
386,72,20241216,16105.13,Standing Order
387,72,20250114,11974.0,M-Pesa
388,72,20250210,18476.2,M-Pesa
389,72,20250315,15920.37,Cash
390,72,20250411,18656.98,M-Pesa
391,72,20250522,12373.5,Bank Transfer
392,73,20251001,40705.55,M-Pesa
393,74,20241123,29079.44,M-Pesa
394,74,20241227,32054.84,M-Pesa
395,74,20250223,28547.83,Standing Order
396,74,20250320,31917.49,M-Pesa
397,74,20250519,15001.45,M-Pesa
398,74,20250624,32015.81,Standing Order
399,74,20250718,16144.17,M-Pesa
400,74,20250825,30613.53,Bank Transfer
401,75,20240906,12369.52,M-Pesa
402,75,20241016,9533.06,Standing Order
403,75,20241111,10618.75,M-Pesa
404,75,20241215,9318.0,Standing Order
405,75,20250115,10231.17,M-Pesa
406,76,20250612,52508.38,M-Pesa
407,76,20250715,53632.5,M-Pesa
408,76,20250806,36198.64,Standing Order
409,76,20250907,84742.47,M-Pesa
410,76,20251012,55188.97,M-Pesa
411,76,20251111,57118.64,M-Pesa
412,76,20251206,57166.81,Cash
413,77,20240312,74545.98,M-Pesa
414,78,20241101,8566.67,M-Pesa
415,78,20250126,7381.75,M-Pesa
416,78,20250219,9138.72,Cash
417,78,20250329,7261.62,Bank Transfer
418,79,20240627,1281.7,M-Pesa
419,79,20240902,1284.96,M-Pesa
420,79,20241005,1370.51,M-Pesa
421,79,20241027,1400.09,Bank Transfer
422,79,20241130,976.38,Bank Transfer
423,79,20241228,1358.07,M-Pesa
424,79,20250122,1224.05,Bank Transfer
425,79,20250228,1293.14,M-Pesa
426,80,20241030,40295.16,Bank Transfer
427,80,20241204,45180.02,M-Pesa
428,81,20241224,1569.04,M-Pesa
429,81,20250125,1586.08,Bank Transfer
430,81,20250225,1562.38,M-Pesa
431,81,20250327,1514.49,M-Pesa
432,81,20250423,1482.52,M-Pesa
433,81,20250522,1056.88,M-Pesa
434,81,20250619,1478.73,Cash
435,81,20250717,1429.81,Standing Order
436,81,20250824,1184.66,Standing Order
437,81,20250920,1596.32,Bank Transfer
438,81,20251027,1477.51,M-Pesa
439,82,20240318,10289.67,M-Pesa
440,82,20240421,9012.75,M-Pesa
441,82,20240514,9619.96,M-Pesa
442,82,20240617,10143.53,M-Pesa
443,82,20240720,7134.37,M-Pesa
444,82,20240812,10423.16,M-Pesa
445,82,20240908,9763.59,M-Pesa
446,82,20241016,6879.69,M-Pesa
447,82,20241110,12127.19,Cash
448,82,20241214,10325.17,Cash
449,82,20250112,10543.02,M-Pesa
450,82,20250207,9222.25,Cash
451,82,20250406,10525.28,Standing Order
452,82,20250415,9536.72,M-Pesa
453,82,20250508,9265.39,Cash
454,82,20250610,11111.51,M-Pesa
455,82,20250710,10376.91,M-Pesa
456,84,20241120,19210.33,M-Pesa
457,84,20250106,17748.27,M-Pesa
458,84,20250128,18038.85,M-Pesa
459,84,20250301,18257.46,M-Pesa
460,84,20250329,7890.93,M-Pesa
461,84,20250501,18982.06,M-Pesa
462,84,20250605,17656.83,M-Pesa
463,84,20250629,18733.85,Standing Order
464,84,20250728,20414.68,M-Pesa
465,84,20250902,18850.74,Standing Order
466,84,20250924,20502.39,M-Pesa
467,85,20241018,11378.8,Bank Transfer
468,85,20241116,5835.28,M-Pesa
469,85,20241224,7961.99,M-Pesa
470,85,20250106,11900.47,M-Pesa
471,85,20250214,8195.78,M-Pesa
472,85,20250318,9761.8,M-Pesa
473,85,20250420,8175.97,M-Pesa
474,85,20250521,7734.09,Standing Order
475,85,20250616,7934.94,M-Pesa
476,85,20250715,3201.96,M-Pesa
477,85,20250818,3481.05,M-Pesa
478,85,20250913,8649.9,M-Pesa
479,85,20251014,8462.2,M-Pesa
480,85,20251122,8303.78,M-Pesa
481,85,20251210,12163.72,M-Pesa
482,86,20240512,6183.59,Cash
483,86,20240613,5565.61,M-Pesa
484,86,20240724,6866.03,M-Pesa
485,86,20240823,6121.58,M-Pesa
486,86,20240910,2635.19,M-Pesa
487,86,20241026,5939.24,M-Pesa
488,88,20251024,52030.79,M-Pesa
489,89,20250122,7139.98,M-Pesa
490,89,20250214,6912.44,M-Pesa
491,89,20250318,6167.41,M-Pesa
492,89,20250417,6799.43,Cash
493,89,20250521,6599.16,M-Pesa
494,89,20250616,6591.55,M-Pesa
495,89,20250713,7073.92,Cash
496,89,20250815,7128.83,M-Pesa
497,90,20241001,5121.65,M-Pesa
498,90,20241028,14039.65,M-Pesa
499,90,20241205,12936.84,M-Pesa
500,90,20250109,10522.34,Cash
501,90,20250126,9863.51,Cash
502,90,20250307,13439.4,M-Pesa
503,90,20250406,10365.26,M-Pesa
504,90,20250503,8476.61,Bank Transfer
505,90,20250527,15683.65,M-Pesa
506,90,20250702,9031.3,M-Pesa
507,90,20250729,10043.18,M-Pesa
508,90,20250824,10685.67,M-Pesa
509,90,20250922,7311.57,Cash
510,90,20251018,10417.22,M-Pesa
511,90,20251128,5006.95,M-Pesa
512,90,20251225,10535.94,M-Pesa
513,91,20250107,11777.39,Standing Order
514,91,20250202,17909.99,M-Pesa
515,91,20250313,14601.31,Standing Order
516,92,20251228,22496.89,M-Pesa
517,93,20240710,32085.8,Bank Transfer
518,93,20240817,36879.99,M-Pesa
519,94,20250616,12454.73,M-Pesa
520,94,20250722,31464.49,M-Pesa
521,95,20251119,80588.44,M-Pesa
522,96,20250809,16812.45,Bank Transfer
523,96,20250908,12982.67,Standing Order
524,97,20251101,11956.03,Bank Transfer
525,99,20240306,28248.33,Bank Transfer
526,99,20240412,31725.88,Cash
527,100,20240722,30498.8,M-Pesa
528,101,20240515,15715.82,Cash
529,101,20240617,13033.91,Standing Order
530,101,20240715,7913.25,M-Pesa
531,101,20240813,18182.07,M-Pesa
532,101,20240908,13685.97,Standing Order
533,101,20241010,12329.02,M-Pesa
534,101,20241112,16778.23,M-Pesa
535,101,20241214,16050.21,M-Pesa
536,101,20250103,12044.52,Cash
537,101,20250202,21287.02,M-Pesa
538,101,20250311,15911.1,M-Pesa
539,101,20250412,11755.35,Standing Order
540,102,20250322,20014.11,M-Pesa
541,102,20250414,24646.32,M-Pesa
542,102,20250523,17875.68,M-Pesa
543,102,20250618,24381.95,Bank Transfer
544,102,20250719,21454.26,M-Pesa
545,102,20250816,21009.58,M-Pesa
546,102,20250913,23870.59,M-Pesa
547,102,20251022,18714.03,M-Pesa
548,102,20251111,24328.09,M-Pesa
549,103,20241124,16799.24,M-Pesa
550,103,20241222,14963.74,Cash
551,103,20250220,12988.56,M-Pesa
552,103,20250318,17985.27,M-Pesa
553,103,20250421,15026.35,Standing Order
554,103,20250523,10706.48,M-Pesa
555,103,20250625,12957.94,M-Pesa
556,103,20250715,14015.65,Cash
557,103,20250820,16723.09,Bank Transfer
558,104,20240301,12023.1,M-Pesa
559,104,20240401,13312.9,M-Pesa
560,105,20250320,40804.49,M-Pesa
561,105,20250409,38461.39,M-Pesa
562,105,20250508,41922.42,Bank Transfer
563,105,20250612,40944.85,Bank Transfer
564,105,20250710,39408.44,Cash
565,105,20250911,39352.46,Cash
566,105,20251108,41568.55,M-Pesa
567,106,20240408,28874.89,M-Pesa
568,106,20240505,22785.02,M-Pesa
569,106,20240609,25057.3,Cash
570,106,20240711,11145.25,M-Pesa
571,106,20240815,23945.07,M-Pesa
572,106,20240909,22327.5,M-Pesa
573,106,20241007,22118.73,M-Pesa
574,106,20241105,22953.69,Bank Transfer
575,106,20241211,30766.68,Bank Transfer
576,106,20250105,23242.79,M-Pesa
577,106,20250211,25149.94,Cash
578,106,20250305,20798.1,M-Pesa
579,106,20250414,22463.21,M-Pesa
580,106,20250505,12722.82,M-Pesa
581,106,20250604,23527.06,Cash
582,106,20250703,20789.07,M-Pesa
583,106,20250808,28863.49,Standing Order
584,106,20250828,35603.93,Bank Transfer
585,106,20251013,22107.71,M-Pesa
586,106,20251030,17766.95,M-Pesa
587,106,20251205,23678.85,Bank Transfer
588,107,20241128,6295.6,M-Pesa
589,107,20241226,6765.09,Bank Transfer
590,107,20250131,6918.85,M-Pesa
591,107,20250226,6457.82,M-Pesa
592,107,20250313,6363.56,Cash
593,107,20250422,8140.01,M-Pesa
594,108,20241027,13516.41,M-Pesa
595,109,20251121,17624.88,Standing Order
596,110,20250611,41428.96,M-Pesa
597,111,20250427,36883.64,M-Pesa
598,111,20250603,23550.28,M-Pesa
599,111,20250702,25388.11,M-Pesa
600,111,20250729,16763.63,M-Pesa
601,112,20250929,46996.23,M-Pesa
602,112,20251019,44538.02,Standing Order
603,112,20251127,33501.96,M-Pesa
604,114,20240802,66537.19,M-Pesa
605,114,20240908,107485.39,M-Pesa
606,114,20241011,66524.89,Cash
607,114,20241109,59899.32,M-Pesa
608,115,20250809,9758.16,M-Pesa
609,115,20250831,20238.1,M-Pesa
610,116,20250728,8307.36,M-Pesa
611,116,20250826,8171.09,M-Pesa
612,116,20250927,8934.13,M-Pesa
613,117,20240211,5142.89,M-Pesa
614,117,20240323,6650.88,M-Pesa
615,117,20240513,6614.41,M-Pesa
616,117,20240610,7485.14,M-Pesa
617,117,20240717,7122.42,Standing Order
618,117,20240807,6911.95,Bank Transfer
619,117,20240913,6927.33,M-Pesa
620,117,20241002,7637.94,M-Pesa
621,117,20241110,3574.24,M-Pesa
622,117,20241211,8883.24,Cash
623,117,20250112,5241.21,Standing Order
624,117,20250216,5102.77,Bank Transfer
625,117,20250316,4715.42,M-Pesa
626,117,20250410,8707.47,M-Pesa
627,118,20240709,27312.94,M-Pesa
628,118,20240819,26691.95,M-Pesa
629,118,20240907,29158.47,Standing Order
630,119,20240709,30619.38,Standing Order
631,119,20240817,34799.88,Bank Transfer
632,119,20240920,39629.36,M-Pesa
633,120,20240204,18697.44,Bank Transfer
634,120,20240310,19560.55,Standing Order
635,120,20240407,18402.64,Bank Transfer
636,120,20240504,18482.12,Cash
637,121,20250601,3998.4,Cash
638,121,20250703,9749.6,M-Pesa
639,121,20250727,9448.77,Standing Order
640,121,20250826,9710.59,M-Pesa
641,121,20250923,9467.41,M-Pesa
642,121,20251027,9336.96,M-Pesa
643,121,20251122,9493.69,Cash
644,121,20251227,10633.18,M-Pesa
645,122,20240310,23881.44,Bank Transfer
646,122,20240512,21508.99,Bank Transfer
647,122,20240608,23777.89,M-Pesa
648,122,20240711,24654.76,M-Pesa
649,122,20240808,24440.26,M-Pesa
650,122,20240911,35577.5,Bank Transfer
651,122,20241006,21998.11,M-Pesa
652,122,20241108,20960.61,Bank Transfer
653,122,20241129,18101.15,M-Pesa
654,124,20250402,1143.6,M-Pesa
655,124,20250503,1008.34,Bank Transfer
656,124,20250609,1170.67,M-Pesa
657,124,20250703,1697.93,Standing Order
658,124,20250804,1485.86,M-Pesa
659,124,20250901,1106.48,M-Pesa
660,124,20251003,849.36,M-Pesa
661,124,20251030,1692.8,M-Pesa
662,124,20251129,1670.34,Cash
663,125,20250815,21549.4,M-Pesa
664,125,20250911,22890.55,M-Pesa
665,125,20251003,24701.34,Cash
666,125,20251104,10490.89,M-Pesa
667,125,20251207,17505.5,M-Pesa
668,126,20250125,35999.76,Bank Transfer
669,126,20250303,35226.79,Cash
670,128,20240816,31345.38,Bank Transfer
671,128,20240914,38397.41,Cash
672,128,20241006,29903.77,M-Pesa
673,128,20241120,31289.68,M-Pesa
674,128,20241213,31066.25,M-Pesa
675,128,20250106,49283.13,M-Pesa
676,129,20250319,5327.7,Bank Transfer
677,129,20250416,3855.49,Bank Transfer
678,129,20250511,6824.55,M-Pesa
679,129,20250616,4942.79,M-Pesa
680,129,20250709,5491.19,M-Pesa
681,129,20250810,5509.59,M-Pesa
682,129,20250901,4161.9,Cash
683,129,20251006,5711.53,M-Pesa
684,129,20251101,4275.91,Standing Order
685,129,20251208,5537.33,M-Pesa
686,130,20240204,35414.41,M-Pesa
687,130,20240228,21593.87,M-Pesa
688,131,20250930,13792.89,M-Pesa
689,131,20251030,5863.05,Bank Transfer
690,131,20251206,14071.67,Bank Transfer
691,132,20250318,27424.54,Bank Transfer
692,132,20250422,24801.11,Standing Order
693,132,20250524,31610.64,M-Pesa
694,132,20250616,26635.52,Standing Order
695,133,20240706,11822.8,Cash
696,133,20240807,16027.28,M-Pesa
697,133,20240908,16930.64,Bank Transfer
698,133,20241003,25124.94,Bank Transfer
699,133,20241104,17115.09,Bank Transfer
700,133,20241202,7921.8,M-Pesa
701,133,20250103,15628.78,Bank Transfer
702,133,20250202,16252.34,M-Pesa
703,134,20250919,22411.89,M-Pesa
704,134,20251019,22247.28,Bank Transfer
705,134,20251117,29219.96,M-Pesa
